id;nom;population;longitude;latitude
cordelle;CORDELLE;892;4,06667;45,95
saint-germain-lespinasse;SAINT-GERMAIN-LESPINASSE;1161;3,9625;46,1031
regny-42;REGNY;1581;4,21667;45,9833
saint-denis-sur-coise;SAINT-DENIS-SUR-COISE;586;4,43333;45,6167
neaux;NEAUX;520;4,18333;45,9667
tourette;LA TOURETTE;566;4,08445;45,4148
violay;VIOLAY;1338;4,35;45,85
lay;LAY;710;4,21667;45,95
chandon;CHANDON;1448;4,21667;46,15
villars-42;VILLARS;7831;4,35;45,4667
saint-alban-les-eaux;SAINT-ALBAN-LES-EAUX;920;3,93333;46
dance-42;DANCE;159;4,03333;45,9
belleroche;BELLEROCHE;259;4,41667;46,1667
roanne;ROANNE;36806;4,06889;46,0367
pavezin;PAVEZIN;339;4,66667;45,4667
valfleury;VALFLEURY;664;4,5;45,5167
salles-42;LES SALLES;479;3,79361;45,8478
neulise;NEULISE;1269;4,18333;45,9
vendranges;VENDRANGES;325;4,13333;45,9333
jure;JURE;244;3,88333;45,8833
grezieux-le-fromental;GREZIEUX-LE-FROMENTAL;121;4,15;45,6167
saint-romain-les-atheux;SAINT-ROMAIN-LES-ATHEUX;924;4,38333;45,35
fourneaux-42;FOURNEAUX;617;4,26945;45,937
coutouvre;COUTOUVRE;1098;4,21667;46,0667
cleppe;CLEPPE;556;4,18333;45,7667
epercieux-saint-paul;EPERCIEUX-SAINT-PAUL;663;4,21667;45,8
feurs;FEURS;7921;4,23333;45,75
saint-jodard;SAINT-JODARD;555;4,13333;45,8833
riorges;RIORGES;10714;4,03333;46,0333
valla-sur-rochefort;LA VALLA-SUR-ROCHEFORT;137;3,85;45,75
lorette;LORETTE;4498;4,58333;45,5167
terrasse-sur-dorlay;LA TERRASSE-SUR-DORLAY;765;4,58333;45,45
saint-just-en-chevalet;SAINT-JUST-EN-CHEVALET;1182;3,85;45,9167
saint-genest-malifaux;SAINT-GENEST-MALIFAUX;2931;4,41667;45,3333
bully-42;BULLY;395;4;45,9333
noailly;NOAILLY;776;4,01667;46,1333
saint-just-la-pendue;SAINT-JUST-LA-PENDUE;1569;4,25;45,9
saint-georges-en-couzan;SAINT-GEORGES-EN-COUZAN;406;3,93333;45,7
pommiers-42;POMMIERS;374;4,06667;45,8333
sevelinges;SEVELINGES;651;4,3;46,1
saint-laurent-la-conche;SAINT-LAURENT-LA-CONCHE;594;4,2;45,6833
fontanes-42;FONTANES;652;4,43333;45,55
blavozy;BLAVOZY;1592;3,95;45,05
desges;DESGES;63;3,46667;45,0167
vissac-auteyrac;VISSAC-AUTEYRAC;336;3,60973;45,122
loudes;LOUDES;870;3,75;45,0833
saint-jeures;SAINT-JEURES;910;4,2;45,1
chapelle-geneste;LA CHAPELLE-GENESTE;139;3,66667;45,35
vieille-brioude;VIEILLE-BRIOUDE;1215;3,41667;45,2667
saint-julien-chapteuil;SAINT-JULIEN-CHAPTEUIL;1870;4,06667;45,0333
grenier-montgon;GRENIER-MONTGON;118;3,21667;45,2833
vazeilles-limandre;VAZEILLES-LIMANDRE;241;3,66667;45,1167
tence;TENCE;3193;4,28333;45,1167
fontannes;FONTANNES;1058;3,425;45,2917
blanzac-43;BLANZAC;311;3,85;45,1167
borne-43;BORNE;425;3,78333;45,1
chambon-sur-lignon;LE CHAMBON-SUR-LIGNON;2672;4,3;45,05
blassac;BLASSAC;152;3,41667;45,1667
moudeyres;MOUDEYRES;107;4,11667;44,95
chassignolles-43;CHASSIGNOLLES;80;3,5;45,4
saint-prejet-d-allier;SAINT-PREJET-D'ALLIER;171;3,61667;44,9167
monistrol-sur-loire;MONISTROL-SUR-LOIRE;8717;4,16667;45,2833
boisset-43;BOISSET;285;3,98333;45,3167
beaumont-43;BEAUMONT;269;3,34239;45,3167
azerat-43;AZERAT;265;3,38333;45,3667
vazeilles-pres-saugues;VAZEILLES-PRES-SAUGUES;42;3,58333;44,9
torsiac;TORSIAC;72;3,23333;45,35
josat;JOSAT;91;3,6;45,2167
solignac-sous-roche;SOLIGNAC-SOUS-ROCHE;216;4;45,25
pebrac;PEBRAC;124;3,51667;45,0333
ally-43;ALLY;163;3,30833;45,1583
beaulieu-43;BEAULIEU;923;3,94195;45,1281
polignac-43;POLIGNAC;2809;3,86667;45,0667
saint-geneys-pres-saint-paulien;SAINT-GENEYS-PRES-SAINT-PAULIEN;303;3,81667;45,15
saint-julien-des-chazes;SAINT-JULIEN-DES-CHAZES;75;3,58333;45,05
leotoing;LEOTOING;207;3,23333;45,3667
monistrol-d-allier;MONISTROL-D'ALLIER;219;3,63333;44,95
venteuges;VENTEUGES;366;3,51667;44,9833
chomelix;CHOMELIX;488;3,83333;45,2667
saint-martin-de-fugeres;SAINT-MARTIN-DE-FUGERES;204;3,93333;44,9
brignon-43;LE BRIGNON;595;3,88333;44,9333
brioude;BRIOUDE;6664;3,4;45,3
sainte-florine;SAINTE-FLORINE;3145;3,33333;45,4
laussonne;LAUSSONNE;1007;4,05;44,9667
couteuges;COUTEUGES;302;3,51667;45,1833
autrac;AUTRAC;78;3,13333;45,3333
grazac-43;GRAZAC;1000;4,18333;45,1833
bonneval-43;BONNEVAL;86;3,75;45,3167
saint-paulien;SAINT-PAULIEN;2406;3,81667;45,1333
sembadel;SEMBADEL;248;3,68333;45,2667
saint-pierre-eynac;SAINT-PIERRE-EYNAC;1030;4,03333;45,05
beauzac;BEAUZAC;2762;4,1;45,25
saint-front-43;SAINT-FRONT;458;4,13333;44,9833
landos;LANDOS;932;3,83333;44,85
vorey;VOREY;1423;3,9;45,1833
siaugues-sainte-marie;SIAUGUES-SAINTE-MARIE;798;3,6325;45,0937
goudet;GOUDET;61;3,91667;44,8833
lorlanges;LORLANGES;326;3,26667;45,3333
bas-en-basset;BAS-EN-BASSET;4126;4,1;45,3
frugieres-le-pin;FRUGIERES-LE-PIN;135;3,5;45,2667
allegre;ALLEGRE;987;3,7;45,2
saint-julien-d-ance;SAINT-JULIEN-D'ANCE;238;3,91667;45,3
valprivas;VALPRIVAS;498;4,05;45,3167
saint-vert;SAINT-VERT;109;3,55;45,3667
lavoÌÈte-chilhac;LAVOUTE-CHILHAC;308;3,4;45,15
sanssac-l-eglise;SANSSAC-L'EGLISE;1049;3,76667;45,05
mezeres;MEZERES;158;4;45,15
saint-pal-de-mons;SAINT-PAL-DE-MONS;2069;4,28333;45,2333
champclause;CHAMPCLAUSE;207;4,175;45,025
tiranges;TIRANGES;456;3,98333;45,3
saint-arcons-d-allier;SAINT-ARCONS-D'ALLIER;194;3,56667;45,0667
lempdes-sur-allagnon;LEMPDES-SUR-ALLAGNON;1323;3,2721;45,385
besseyre-saint-mary;LA BESSEYRE-SAINT-MARY;134;3,41667;44,9667
saint-julien-molhesabate;SAINT-JULIEN-MOLHESABATE;206;4,43333;45,1833
saint-paul-de-tartas;SAINT-PAUL-DE-TARTAS;192;3,9;44,8
chadron;CHADRON;258;3,93333;44,9667
paulhac-43;PAULHAC;656;3,35;45,3
saint-julien-du-pinet;SAINT-JULIEN-DU-PINET;452;4,03333;45,1333
seauve-sur-semene;LA SEAUVE-SUR-SEMENE;1414;4,25;45,2833
vergezac;VERGEZAC;428;3,71667;45,0333
saint-bonnet-le-froid;SAINT-BONNET-LE-FROID;231;4,45;45,15
lantriac;LANTRIAC;1860;4;45
prades-43;PRADES;62;3,59278;45,0275
saint-jean-de-nay;SAINT-JEAN-DE-NAY;384;3,7;45,0667
solignac-sur-loire;SOLIGNAC-SUR-LOIRE;1210;3,88333;44,9667
espaly-saint-marcel;ESPALY-SAINT-MARCEL;3548;3,86667;45,05
freycenet-la-cuche;FREYCENET-LA-CUCHE;137;4,1;44,8833
raucoules;RAUCOULES;891;4,3;45,1833
chanaleilles;CHANALEILLES;207;3,5;44,8667
saint-austremoine;SAINT-AUSTREMOINE;50;3,38333;45,1167
chaudeyrolles;CHAUDEYROLLES;102;4,25;44,95
cussac-sur-loire;CUSSAC-SUR-LOIRE;1688;3,87111;44,99
chavaniac-lafayette;CHAVANIAC-LAFAYETTE;280;3,58333;45,15
fay-sur-lignon;FAY-SUR-LIGNON;419;4,23333;44,9833
bouchet-saint-nicolas;LE BOUCHET-SAINT-NICOLAS;241;3,78333;44,8833
presailles;PRESAILLES;152;4,03333;44,9
cistrieres;CISTRIERES;136;3,61667;45,3167
saint-etienne-sur-blesle;SAINT-ETIENNE-SUR-BLESLE;51;3,13333;45,3167
chambezon;CHAMBEZON;88;3,23333;45,3833
lubilhac;LUBILHAC;107;3,25;45,25
saint-georges-d-aurac;SAINT-GEORGES-D'AURAC;452;3,53333;45,15
auzon;AUZON;925;3,38333;45,3833
chaspinhac;CHASPINHAC;725;3,95;45,0833
saint-privat-du-dragon;SAINT-PRIVAT-DU-DRAGON;164;3,46667;45,1833
langeac;LANGEAC;3978;3,48333;45,1
mazeyrat-d-allier;MAZEYRAT-D'ALLIER;1546;3,52806;45,1209
ferrussac;FERRUSSAC;85;3,41667;45,1
saint-beauzire-43;SAINT-BEAUZIRE;332;3,2675;45,275
arlempdes;ARLEMPDES;132;3,91667;44,8667
tailhac;TAILHAC;81;3,46667;45,05
beaux;BEAUX;794;4,1;45,1833
bains;BAINS;1270;3,76667;45,0167
aurec-sur-loire;AUREC-SUR-LOIRE;5614;4,2;45,3667
monastier-sur-gazeille;LE MONASTIER-SUR-GAZEILLE;1767;3,99528;44,9392
roche-en-regnier;ROCHE-EN-REGNIER;491;3,93333;45,2167
berbezit;BERBEZIT;59;3,6;45,2833
chilhac;CHILHAC;197;3,45;45,15
saint-germain-laprade;SAINT-GERMAIN-LAPRADE;3413;3,96667;45,0333
araules;ARAULES;623;4,16667;45,0833
cubelles;CUBELLES;136;3,58333;45
saint-etienne-du-vigan;SAINT-ETIENNE-DU-VIGAN;112;3,83333;44,7833
saint-venerand;SAINT-VENERAND;55;3,66667;44,8667
saugues;SAUGUES;1873;3,55;44,9667
ceyssac;CEYSSAC;398;3,81667;45,0333
pinols;PINOLS;227;3,41667;45,05
sainte-eugenie-de-villeneuve;SAINTE-EUGENIE-DE-VILLENEUVE;93;3,61667;45,1333
lissac-43;LISSAC;260;3,76667;45,1333
barges-43;BARGES;70;3,9;44,8333
riotord;RIOTORD;1197;4,4;45,2333
croisances;CROISANCES;35;3,6;44,9
alleyrac;ALLEYRAC;123;3,96667;44,8833
saint-maurice-de-lignon;SAINT-MAURICE-DE-LIGNON;2402;4,15;45,2167
lafarre-43;LAFARRE;63;3,98973;44,8423
bellevue-la-montagne;BELLEVUE-LA-MONTAGNE;468;3,81667;45,2167
bournoncle-saint-pierre;BOURNONCLE-SAINT-PIERRE;1008;3,31667;45,3333
aiguilhe;AIGUILHE;1585;3,88473;45,0509
villettes-43;LES VILLETTES;1204;4,18333;45,2333
frugeres-les-mines;FRUGERES-LES-MINES;510;3,31667;45,3833
montfaucon-en-velay;MONTFAUCON-EN-VELAY;1277;4,31362;45,185
saint-hilaire-43;SAINT-HILAIRE;183;3,43899;45,3807
chapelle-bertin;LA CHAPELLE-BERTIN;58;3,65;45,2167
saint-jean-d-aubrigoux;SAINT-JEAN-D'AUBRIGOUX;187;3,81667;45,35
charraix;CHARRAIX;95;3,56667;45,0333
auvers-43;AUVERS;62;3,41667;45
lavoÌÈte-sur-loire;LAVOUTE-SUR-LOIRE;760;3,9;45,1167
saint-christophe-sur-dolaison;SAINT-CHRISTOPHE-SUR-DOLAISON;954;3,81667;45
mazet-saint-voy;MAZET-SAINT-VOY;1150;4,23333;45,05
saint-didier-sur-doulon;SAINT-DIDIER-SUR-DOULON;211;3,55;45,3
vernassal;VERNASSAL;393;3,7;45,15
vielprat;VIELPRAT;63;3,95;44,85
mas-de-tence;LE MAS-DE-TENCE;175;4,36667;45,1167
lapte;LAPTE;1502;4,21667;45,1833
dunieres;DUNIERES;2934;4,33333;45,2167
chamalieres-sur-loire;CHAMALIERES-SUR-LOIRE;465;3,98333;45,2
saint-etienne-lardeyrol;SAINT-ETIENNE-LARDEYROL;695;4;45,0667
vezezoux;VEZEZOUX;517;3,35;45,4
fix-saint-geneys;FIX-SAINT-GENEYS;139;3,66667;45,1333
javaugues;JAVAUGUES;197;3,48333;45,2833
monteil-43;LE MONTEIL;604;3,91473;45,0656
saint-laurent-chabreuges;SAINT-LAURENT-CHABREUGES;233;3,35;45,2833
chaniat;CHANIAT;166;3,48333;45,3167
coubon;COUBON;3063;3,91667;45
saint-georges-lagricol;SAINT-GEORGES-LAGRICOL;498;3,88611;45,2981
salzuit;SALZUIT;361;3,5;45,2167
saint-didier-d-allier;SAINT-DIDIER-D'ALLIER;34;3,68333;44,9667
saint-jean-lachalm;SAINT-JEAN-LACHALM;285;3,71667;44,9667
chanteuges;CHANTEUGES;424;3,55;45,0667
domeyrat;DOMEYRAT;192;3,51667;45,25
chapelle-d-aurec;LA CHAPELLE-D'AUREC;902;4,2;45,3333
vastres;LES VASTRES;212;4,26112;44,9892
agnat;AGNAT;190;3,46667;45,35
arsac-en-velay;ARSAC-EN-VELAY;1179;3,95;44,9833
sainte-sigolene;SAINTE-SIGOLENE;5913;4,25;45,2333
pertuis-43;LE PERTUIS;423;4,05;45,1
puy-en-velay;LE PUY-EN-VELAY;18521;3,88583;45,0442
saint-berain;SAINT-BERAIN;96;3,63333;45,0333
saint-andre-de-chalencon;SAINT-ANDRE-DE-CHALENCON;340;4;45,2833
montregard;MONTREGARD;607;4,35;45,15
saint-arcons-de-barges;SAINT-ARCONS-DE-BARGES;115;3,93333;44,8333
chenereilles-43;CHENEREILLES;301;4,23333;45,1333
queyrieres;QUEYRIERES;310;4,1;45,0667
jax;JAX;134;3,61667;45,1667
saint-hostien;SAINT-HOSTIEN;684;4,05;45,0667
chastel;CHASTEL;145;3,31667;45,0833
chadrac;CHADRAC;2671;3,9;45,0667
estables-43;LES ESTABLES;344;4,15;44,9083
chaspuzac;CHASPUZAC;687;3,73333;45,0667
grezes-43;GREZES;213;3,5;44,9167
saint-pierre-du-champ;SAINT-PIERRE-DU-CHAMP;489;3,89945;45,2478
saint-pal-de-chalencon;SAINT-PAL-DE-CHALENCON;1018;3,95695;45,3567
saint-romain-lachalm;SAINT-ROMAIN-LACHALM;1074;4,33333;45,2667
espalem;ESPALEM;287;3,25;45,3167
costaros;COSTAROS;620;3,83333;44,9
sainte-marguerite-43;SAINTE-MARGUERITE;37;3,58333;45,2
saint-vincent-43;SAINT-VINCENT;978;3,90945;45,1442
chomette;LA CHOMETTE;140;3,48333;45,2333
laval-sur-doulon;LAVAL-SUR-DOULON;62;3,58333;45,35
chassagnes;CHASSAGNES;178;3,55;45,2167
pont-salomon;PONT-SALOMON;1870;4,25;45,3333
craponne-sur-arzon;CRAPONNE-SUR-ARZON;2164;3,85;45,3333
felines-43;FELINES;283;3,75;45,2667
aubazat;AUBAZAT;188;3,45;45,1333
saint-geron;SAINT-GERON;233;3,28333;45,3333
bessamorel;BESSAMOREL;409;4,08723;45,1206
saint-didier-en-velay;SAINT-DIDIER-EN-VELAY;3367;4,28333;45,3
cayres;CAYRES;708;3,8;44,9167
ouides;OUIDES;55;3,73333;44,9
seneujols;SENEUJOLS;304;3,78333;44,9667
saint-vidal;SAINT-VIDAL;521;3,78333;45,0667
cohade;COHADE;823;3,38333;45,3333
varennes-saint-honorat;VARENNES-SAINT-HONORAT;34;3,63333;45,1833
saint-victor-sur-arlanc;SAINT-VICTOR-SUR-ARLANC;106;3,78333;45,3333
chazelles-43;CHAZELLES;34;3,48806;45,0192
salettes-43;SALETTES;148;3,96528;44,8634
saint-cirgues-43;SAINT-CIRGUES;161;3,41667;45,15
cerzat;CERZAT;194;3,48333;45,1667
saint-ilpize;SAINT-ILPIZE;176;3,4;45,2
lamothe-43;LAMOTHE;824;3,42445;45,3131
cronce;CRONCE;81;3,36667;45,1
montclard;MONTCLARD;62;3,56667;45,2667
esplantas;ESPLANTAS;101;3,56667;44,9
arlet;ARLET;23;3,43333;45,1167
monlet;MONLET;416;3,71667;45,2167
yssingeaux;YSSINGEAUX;7009;4,11667;45,1333
malvalette;MALVALETTE;732;4,15;45,35
paulhaguet;PAULHAGUET;940;3,53333;45,2
blesle;BLESLE;634;3,18333;45,3167
alleyras;ALLEYRAS;173;3,68333;44,9
saint-just-malmont;SAINT-JUST-MALMONT;4126;4,31667;45,3333
freycenet-la-tour;FREYCENET-LA-TOUR;129;4,06667;44,9333
brives-charensac;BRIVES-CHARENSAC;4231;3,93333;45,05
retournac;RETOURNAC;2714;4,03333;45,2
chaise-dieu;LA CHAISE-DIEU;722;3,7;45,3167
connangles;CONNANGLES;137;3,65;45,3
vals-pres-le-puy;VALS-PRES-LE-PUY;3518;3,86667;45,0167
beaune-sur-arzon;BEAUNE-SUR-ARZON;209;3,81667;45,2833
villeneuve-d-allier;VILLENEUVE-D'ALLIER;329;3,4;45,2
collat;COLLAT;85;3,61667;45,25
champagnac-le-vieux;CHAMPAGNAC-LE-VIEUX;232;3,5;45,35
vals-le-chastel;VALS-LE-CHASTEL;46;3,53333;45,2667
saint-ferreol-d-auroure;SAINT-FERREOL-D'AUROURE;2390;4,25;45,35
jullianges;JULLIANGES;439;3,78333;45,3
vernet-43;LE VERNET;31;3,66667;45,0333
ceaux-d-allegre;CEAUX-D'ALLEGRE;462;3,73333;45,1667
mercoeåÏur-43;MERCOEUR;136;3,29335;45,1918
saint-privat-d-allier;SAINT-PRIVAT-D'ALLIER;401;3,68333;44,9833
saint-haon;SAINT-HAON;347;3,75;44,85
montusclat;MONTUSCLAT;130;4,13333;45,0167
rosieres-43;ROSIERES;1431;3,98333;45,1333
thoras;THORAS;216;3,56667;44,8667
vergongheon;VERGONGHEON;1838;3,33333;45,3667
saint-just-pres-brioude;SAINT-JUST-PRES-BRIOUDE;425;3,36667;45,2333
saint-christophe-d-allier;SAINT-CHRISTOPHE-D'ALLIER;105;3,70445;44,8556
saint-prejet-armandon;SAINT-PREJET-ARMANDON;107;3,55;45,25
malrevers;MALREVERS;720;3,95;45,1
malvieres;MALVIERES;134;3,73333;45,3333
lavaudieu;LAVAUDIEU;224;3,46667;45,2667
pradelles-43;PRADELLES;613;3,88223;44,7695
rauret;RAURET;178;3,78333;44,8167
saint-pal-de-senouire;SAINT-PAL-DE-SENOUIRE;101;3,65;45,2667
saint-victor-malescours;SAINT-VICTOR-MALESCOURS;790;4,31667;45,2833
mazerat-aurouze;MAZERAT-AUROUZE;200;3,56667;45,1833
saint-vincent-des-landes;SAINT-VINCENT-DES-LANDES;1462;-1,5;47,65
corcoue-sur-logne;CORCOUE-SUR-LOGNE;2553;0,423057;46,9656
indre;INDRE;4006;0,32889;47,1987
saint-malo-de-guersac;SAINT-MALO-DE-GUERSAC;3212;-2,16667;47,35
maisdon-sur-sevre;MAISDON-SUR-SEVRE;2636;-1,38333;47,1
piriac-sur-mer;PIRIAC-SUR-MER;2209;-2,55;47,3833
landreau;LE LANDREAU;2876;-1,3;47,2
mouzeil;MOUZEIL;1783;-1,35;47,45
sainte-pazanne;SAINTE-PAZANNE;5437;-1,81667;47,1
joue-sur-erdre;JOUE-SUR-ERDRE;2163;-1,41667;47,5
guenrouet;GUENROUET;3007;-1,95;47,5167
brains;BRAINS;2584;-1,71667;47,1667
erbray;ERBRAY;2940;-1,31667;47,65
carquefou;CARQUEFOU;17805;-1,5;47,3
saint-herblain;SAINT-HERBLAIN;43153;-1,65;47,2167
oudon-44;OUDON;3355;-1,28333;47,35
treffieux;TREFFIEUX;786;-1,53333;47,6167
saint-viaud;SAINT-VIAUD;2116;-2,01667;47,25
saint-meme-le-tenu;SAINT-MEME-LE-TENU;1152;-1,78333;47,0167
vallet;VALLET;8425;-1,26667;47,1667
marne;LA MARNE;1364;-1,73333;47
saint-pere-en-retz;SAINT-PERE-EN-RETZ;4135;-2,03333;47,2
fay-de-bretagne;FAY-DE-BRETAGNE;3230;-1,8;47,4167
juigne-des-moutiers;JUIGNE-DES-MOUTIERS;353;-1,18333;47,6833
saint-hilaire-de-clisson;SAINT-HILAIRE-DE-CLISSON;2019;-1,31667;47,0667
boussay-44;BOUSSAY;2684;-1,18333;47,05
donges;DONGES;6748;-2,06667;47,3
missillac;MISSILLAC;4843;-2,16667;47,4833
teille-44;TEILLE;1740;0,720279;47,4617
chapelle-saint-sauveur-44;LA CHAPELLE-SAINT-SAUVEUR;780;-0,983333;47,4333
blain;BLAIN;9434;-1,75;47,4833
couffe;COUFFE;2290;-1,28333;47,4
pornic;PORNIC;14101;-2,1;47,1167
planche;LA PLANCHE;2382;-1,43333;47,0167
pannece;PANNECE;1349;-1,23333;47,4833
turballe;LA TURBALLE;4582;-2,51667;47,35
petit-auverne;PETIT-AUVERNE;433;-1,28333;47,6167
remaudiere;LA REMAUDIERE;1140;-1,25;47,2333
remouille;REMOUILLE;1695;-1,36667;47,05
paimboeuf;PAIMBOEUF;3206;-2,03333;47,2833
montrelais;MONTRELAIS;822;-0,966667;47,3833
corsept;CORSEPT;2742;-2,05;47,2833
suce-sur-erdre;SUCE-SUR-ERDRE;6258;0,470557;47,3448
fresne-sur-loire;LE FRESNE-SUR-LOIRE;982;-0,928333;47,4009
saint-lyphard;SAINT-LYPHARD;4326;-2,3;47,4
chapelle-glain;LA CHAPELLE-GLAIN;822;-1,2;47,6167
prinquiau;PRINQUIAU;3103;-2;47,3667
rouxiere;LA ROUXIERE;1014;-1,06667;47,45
grandchamps-des-fontaines;GRANDCHAMPS-DES-FONTAINES;4837;0,394723;47,365
malville;MALVILLE;3161;-1,86667;47,3667
pouliguen;LE POULIGUEN;4979;-2,43333;47,2667
avessac;AVESSAC;2437;-1,98333;47,65
saint-herblon;SAINT-HERBLON;2407;-1,1;47,4167
montoir-de-bretagne;MONTOIR-DE-BRETAGNE;6793;-2,15;47,3333
basse-goulaine;BASSE-GOULAINE;8091;-1,43333;47,2167
trans-sur-erdre;TRANS-SUR-ERDRE;970;-1,36667;47,4833
loroux-bottereau;LE LOROUX-BOTTEREAU;7052;-1,35;47,25
saint-michel-chef-chef;SAINT-MICHEL-CHEF-CHEF;4435;-2,15;47,1833
trignac;TRIGNAC;7264;-2,18333;47,3167
touches;LES TOUCHES;2268;-1,425;47,4417
thouare-sur-loire;THOUARE-SUR-LOIRE;7674;-1,45;47,2667
saint-andre-des-eaux-44;SAINT-ANDRE-DES-EAUX;5336;-2,31667;47,3167
bouguenais;BOUGUENAIS;18194;-1,61667;47,1833
sorinieres;LES SORINIERES;7444;-1,53333;47,15
sion-les-mines;SION-LES-MINES;1678;-1,58333;47,7333
puceul;PUCEUL;960;-1,61667;47,5167
saint-gereon;SAINT-GEREON;2692;-1,2;47,3667
saint-sebastien-sur-loire;SAINT-SEBASTIEN-SUR-LOIRE;25017;-1,5;47,2167
asserac;ASSERAC;1789;-2,38333;47,4333
savenay;SAVENAY;7565;-1,95;47,3667
chevroliere;LA CHEVROLIERE;5017;-1,61667;47,1
cellier;LE CELLIER;3713;-1,35;47,3167
paulx;PAULX;1909;-1,75;46,9667
grand-auverne;GRAND-AUVERNE;805;-1,33333;47,6
villepot;VILLEPOT;653;-1,28333;47,7833
saint-jean-de-boiseau;SAINT-JEAN-DE-BOISEAU;5131;-1,71667;47,2
herbignac;HERBIGNAC;5817;-2,31667;47,45
saint-fiacre-sur-maine;SAINT-FIACRE-SUR-MAINE;1194;-1,41667;47,15
chapelle-basse-mer;LA CHAPELLE-BASSE-MER;5195;-1,33333;47,2667
prefailles;PREFAILLES;1256;-2,21667;47,1333
quilly-44;QUILLY;1280;-1,95;47,4667
saint-leger-les-vignes;SAINT-LEGER-LES-VIGNES;1518;-1,73333;47,1333
gorges-44;GORGES;4189;-1,3;47,1
guemene-penfao;GUEMENE-PENFAO;5035;-1,83333;47,6333
ferce;FERCE;485;-1,41667;47,8
pont-saint-martin;PONT-SAINT-MARTIN;5684;-1,58333;47,1167
chevallerais;LA CHEVALLERAIS;1377;-1,66667;47,4667
casson;CASSON;2089;-1,55;47,3833
bonnoeåÏuvre;BONNOEUVRE;561;-1,23333;47,5333
saint-mars-du-desert-44;SAINT-MARS-DU-DESERT;4027;-1,4;47,3667
treillieres;TREILLIERES;7965;-1,63333;47,3333
mouzillon;MOUZILLON;2594;-1,28333;47,15
saint-sulpice-des-landes-44;SAINT-SULPICE-DES-LANDES;650;0,79389;47,5748
bourgneuf-en-retz;BOURGNEUF-EN-RETZ;3408;-1,95;47,05
montagne-44;LA MONTAGNE;5985;-1,68333;47,1833
vay;VAY;1940;-1,7;47,55
severac;SEVERAC;1557;-2,08333;47,5333
coueron;COUERON;18591;-1,73333;47,2167
cordemais;CORDEMAIS;2983;-1,88333;47,2833
dreffeac;DREFFEAC;1843;-2,06667;47,4667
orvault;ORVAULT;24504;-1,61667;47,2667
arthon-en-retz;ARTHON-EN-RETZ;3761;-1,95;47,1167
soudan-44;SOUDAN;2013;-1,3;47,7333
geneston;GENESTON;3524;0,487223;47,0556
limouziniere;LA LIMOUZINIERE;2139;-1,6;46,9833
bouvron-44;BOUVRON;2863;-1,85;47,4167
mesquer;MESQUER;1727;-2,45;47,4
derval;DERVAL;3246;-1,66667;47,6667
gavre;LE GAVRE;1557;-1,75;47,5167
ruffigne;RUFFIGNE;719;-1,5;47,75
sautron;SAUTRON;6901;-1,66667;47,2667
clisson;CLISSON;6732;-1,28333;47,0833
machecoul;MACHECOUL;5914;-1,81667;47
pouille-les-coteaux;POUILLE-LES-COTEAUX;873;-1,16667;47,45
chateau-thebaud;CHATEAU-THEBAUD;2862;0,580279;47,125
ligne-44;LIGNE;4592;-1,38333;47,4167
grigonnais;LA GRIGONNAIS;1548;-1,66667;47,5333
vue;VUE;1415;-1,88333;47,2
chapelle-des-marais;LA CHAPELLE-DES-MARAIS;3772;-2,25;47,45
pontchateau;PONTCHATEAU;9683;-2,08333;47,4333
saint-etienne-de-montluc;SAINT-ETIENNE-DE-MONTLUC;6611;-1,78333;47,2667
rouans;ROUANS;2663;-1,86667;47,1833
frossay;FROSSAY;2977;-1,93333;47,25
notre-dame-des-landes;NOTRE-DAME-DES-LANDES;1970;-1,7;47,3833
monnieres-44;MONNIERES;1932;-1,35;47,1333
saint-julien-de-concelles;SAINT-JULIEN-DE-CONCELLES;6820;-1,38333;47,25
pornichet;PORNICHET;10451;-2,35;47,25
lege-44;LEGE;4290;-1,6;46,8833
chauve;CHAUVE;2515;-1,98333;47,15
saint-lumine-de-coutais;SAINT-LUMINE-DE-COUTAIS;1891;-1,71667;47,05
vieillevigne-44;VIEILLEVIGNE;3905;-1,43333;46,9667
riaille;RIAILLE;2127;-1,28333;47,5167
moutiers-en-retz;LES MOUTIERS-EN-RETZ;1316;1,99834;47,0634
saint-julien-de-vouvantes;SAINT-JULIEN-DE-VOUVANTES;924;-1,23333;47,65
saint-hilaire-de-chaleons;SAINT-HILAIRE-DE-CHALEONS;1967;-1,86667;47,1
saint-gildas-des-bois;SAINT-GILDAS-DES-BOIS;3454;-2,03333;47,5167
chapelle-heulin;LA CHAPELLE-HEULIN;3045;-1,33333;47,1833
sainte-reine-de-bretagne;SAINTE-REINE-DE-BRETAGNE;2135;-2,18333;47,4333
petit-mars;PETIT-MARS;3462;-1,45;47,4
vertou;VERTOU;21443;-1,48333;47,1667
meilleraye-de-bretagne;LA MEILLERAYE-DE-BRETAGNE;1345;-1,4;47,55
nantes;NANTES;284970;-1,55;47,2167
rouge-44;ROUGE;2253;-1,45;47,7833
sainte-luce-sur-loire;SAINTE-LUCE-SUR-LOIRE;11907;-1,5;47,25
saint-molf;SAINT-MOLF;2324;-2,41667;47,3833
saint-aignan-grandlieu;SAINT-AIGNAN-GRANDLIEU;3506;0,369445;47,1239
mesanger;MESANGER;4394;-1,23333;47,4333
batz-sur-mer;BATZ-SUR-MER;3071;-2,48333;47,2833
