id;nom;population;longitude;latitude
salettes-26;SALETTES;125;4,96667;44,5667
saint-marcel-les-valence;SAINT-MARCEL-LES-VALENCE;5293;4,95;44,9667
saint-martin-en-vercors;SAINT-MARTIN-EN-VERCORS;396;5,45;45,0167
bourdeaux;BOURDEAUX;621;5,13333;44,5833
roche-sur-le-buis;LA ROCHE-SUR-LE-BUIS;336;5,31667;44,2833
beauregard-baret;BEAUREGARD-BARET;792;5,18333;44,9833
reilhanette;REILHANETTE;145;5,41667;44,1667
montmeyran;MONTMEYRAN;2859;4,98333;44,8333
brette;BRETTE;33;5,31667;44,5833
soyans;SOYANS;338;5,01667;44,6333
beauvallon;BEAUVALLON;1595;4,91667;44,8667
vers-sur-meouge;VERS-SUR-MEOUGE;41;5,55;44,2333
miscon;MISCON;58;5,53333;44,6333
barsac-26;BARSAC;159;5,28333;44,7333
pilles;LES PILLES;254;5,2;44,3833
ourches;OURCHES;233;5,03333;44,8
condillac;CONDILLAC;147;4,81667;44,6333
romeyer;ROMEYER;213;5,40889;44,7795
reauville;REAUVILLE;377;4,93333;44,4333
rimon-et-savel;RIMON-ET-SAVEL;32;5,3;44,6667
saint-may;SAINT-MAY;43;5,31667;44,4333
serves-sur-rhone;SERVES-SUR-RHONE;749;4,81667;45,1333
saint-julien-en-vercors;SAINT-JULIEN-EN-VERCORS;226;5,45;45,05
albon;ALBON;1727;4,86667;45,2333
pradelle;PRADELLE;20;5,3;44,6
vacheres-en-quint;VACHERES-EN-QUINT;28;5,26667;44,7833
curnier;CURNIER;197;5,23333;44,3833
cliousclat;CLIOUSCLAT;636;4,83333;44,7167
molieres-glandaz;MOLIERES-GLANDAZ;118;5,4;44,7333
lus-la-croix-haute;LUS-LA-CROIX-HAUTE;517;5,7;44,6667
plan-de-baix;PLAN-DE-BAIX;131;5,16667;44,8167
rochefort-en-valdaine;ROCHEFORT-EN-VALDAINE;344;4,86028;44,5156
clansayes;CLANSAYES;544;4,8;44,3667
ancone;ANCONE;1114;4,73333;44,5833
upie;UPIE;1466;4,95;44,8
chamaret;CHAMARET;548;4,9;44,4
chatillon-saint-jean;CHATILLON-SAINT-JEAN;1178;5,13333;45,0833
saint-dizier-en-diois;SAINT-DIZIER-EN-DIOIS;34;5,48333;44,5167
claveyson;CLAVEYSON;894;4,93333;45,1833
etoile-sur-rhone;ETOILE-SUR-RHONE;4731;4,9;44,8333
parnans;PARNANS;672;5,15;45,1
saint-christophe-et-le-laris;SAINT-CHRISTOPHE-ET-LE-LARIS;402;5,06667;45,2167
ponet-et-saint-auban;PONET-ET-SAINT-AUBAN;129;5,31667;44,7833
ombleze;OMBLEZE;68;5,21667;44,8667
tonils;LES TONILS;15;5,2;44,5833
saint-barthelemy-de-vals;SAINT-BARTHELEMY-DE-VALS;1891;4,86667;45,1667
bonlieu-sur-roubion;BONLIEU-SUR-ROUBION;372;4,86667;44,5833
savasse;SAVASSE;1306;4,78333;44,6
bellegarde-en-diois;BELLEGARDE-EN-DIOIS;75;5,43333;44,5333
saint-donat-sur-l-herbasse;SAINT-DONAT-SUR-L'HERBASSE;3854;5;45,1167
rochebaudin;ROCHEBAUDIN;124;5,03333;44,5833
tourrettes-26;LES TOURRETTES;964;4,78945;44,6614
bezaudun-sur-bÌ¨ne;BEZAUDUN-SUR-BINE;87;5,16667;44,6
montmaur-en-diois;MONTMAUR-EN-DIOIS;79;5,38333;44,6833
colonzelle;COLONZELLE;478;4,91667;44,4
vercheny;VERCHENY;434;5,25;44,7167
mureils;MUREILS;376;4,93333;45,2
puygiron;PUYGIRON;447;4,85;44,5333
gervans;GERVANS;556;4,83333;45,1
chastel-arnaud;CHASTEL-ARNAUD;47;5,2;44,6667
tersanne;TERSANNE;327;5,01667;45,2167
saint-laurent-en-royans;SAINT-LAURENT-EN-ROYANS;1324;5,33333;45,0333
hauterives;HAUTERIVES;1680;5,03333;45,25
treschenu-creyers;TRESCHENU-CREYERS;134;5,55389;44,7375
pont-de-l-isere;PONT-DE-L'ISERE;2871;4,88333;45
rioms;RIOMS;26;5,45;44,2667
bourg-les-valence;BOURG-LES-VALENCE;18623;4,88333;44,95
beaufort-sur-gervanne;BEAUFORT-SUR-GERVANNE;417;5,15;44,7833
allex;ALLEX;2495;4,91667;44,7667
chantemerle-les-grignan;CHANTEMERLE-LES-GRIGNAN;223;4,83333;44,4
barcelonne;BARCELONNE;359;5,05;44,8667
montclar-sur-gervanne;MONTCLAR-SUR-GERVANNE;184;5,15;44,75
lemps-26;LEMPS;44;5,41889;44,3512
chanos-curson;CHANOS-CURSON;1095;4,91667;45,0667
saint-benoit-en-diois;SAINT-BENOIT-EN-DIOIS;27;5,28333;44,6667
peyrins;PEYRINS;2424;5,05;45,0833
rochebrune-26;ROCHEBRUNE;52;5,25;44,3333
moras-en-valloire;MORAS-EN-VALLOIRE;612;4,98333;45,2833
autichamp;AUTICHAMP;139;4,95;44,6833
triors;TRIORS;563;5,11667;45,1
poet-en-percip;LE POET-EN-PERCIP;19;5,38333;44,25
chateaudouble-26;CHATEAUDOUBLE;556;5,1;44,9
montelier;MONTELIER;3528;5,03333;44,9333
loriol-sur-drome;LORIOL-SUR-DROME;5821;4,81667;44,75
saint-paul-trois-chateaux;SAINT-PAUL-TROIS-CHATEAUX;8691;4,76667;44,35
charens;CHARENS;25;5,51667;44,55
sahune;SAHUNE;326;5,26667;44,4167
portes-les-valence;PORTES-LES-VALENCE;9462;4,88333;44,8667
verclause;VERCLAUSE;71;5,43333;44,3833
manas;MANAS;183;4,98333;44,6
garde-adhemar;LA GARDE-ADHEMAR;1118;4,75;44,4
geyssans;GEYSSANS;620;5,1;45,1333
suze-la-rousse;SUZE-LA-ROUSSE;1905;4,85;44,2833
arnayon;ARNAYON;32;5,31667;44,4833
leoncel;LEONCEL;57;5,2;44,9
marsaz;MARSAZ;716;4,94334;45,1173
poet-celard;LE POET-CELARD;127;5,1;44,6
alixan;ALIXAN;2408;5,03333;44,9667
grignan;GRIGNAN;1607;4,9;44,4167
beaumont-monteux;BEAUMONT-MONTEUX;1103;4,91667;45,0167
vercoiran;VERCOIRAN;121;5,33333;44,3
saint-laurent-d-onay;SAINT-LAURENT-D'ONAY;138;5,1;45,1833
hostun;HOSTUN;956;5,2;45,0333
montoison;MONTOISON;1734;4,91667;44,7833
beaumont-les-valence;BEAUMONT-LES-VALENCE;3796;4,96667;44,8667
roche-saint-secret-beconne;ROCHE-SAINT-SECRET-BECONNE;363;5,02862;44,4773
aix-en-diois;AIX-EN-DIOIS;357;5,41667;44,7167
oriol-en-royans;ORIOL-EN-ROYANS;533;5,28333;45
piegros-la-clastre;PIEGROS-LA-CLASTRE;845;5,1;44,6833
rochechinard;ROCHECHINARD;100;5,25;45,0333
saint-uze;SAINT-UZE;1949;4,86667;45,1833
saint-ferreol-trente-pas;SAINT-FERREOL-TRENTE-PAS;223;5,21667;44,4333
mirmande;MIRMANDE;497;4,83333;44,6833
marignac-en-diois;MARIGNAC-EN-DIOIS;175;5,33333;44,8
chaudebonne;CHAUDEBONNE;57;5,23333;44,4667
ratieres;RATIERES;273;4,96667;45,1833
remuzat;REMUZAT;329;5,35;44,4
saint-martin-d-aoÌÈt;SAINT-MARTIN-D'AOUT;401;4,98333;45,2167
lapeyrouse-mornay;LAPEYROUSE-MORNAY;1127;5;45,3167
divajeu;DIVAJEU;608;5,01667;44,7
saint-jean-en-royans;SAINT-JEAN-EN-ROYANS;2979;5,3;45,0167
bouvante;BOUVANTE;243;5,27056;44,9645
jaillans;JAILLANS;871;5,18333;45,0333
chateauneuf-de-galaure;CHATEAUNEUF-DE-GALAURE;1572;4,95;45,2167
gigors-et-lozeron;GIGORS-ET-LOZERON;168;5,13333;44,8
malissard;MALISSARD;3224;4,96667;44,9
aouste-sur-sye;AOUSTE-SUR-SYE;2347;5,05;44,7167
crozes-hermitage;CROZES-HERMITAGE;557;4,83333;45,0833
sainte-euphemie-sur-ouveze;SAINTE-EUPHEMIE-SUR-OUVEZE;86;5,38333;44,3
crepol;CREPOL;521;5,06667;45,1833
solerieux;SOLERIEUX;327;4,83333;44,35
genissieux;GENISSIEUX;1992;5,08333;45,0833
clerieux;CLERIEUX;2040;4,96667;45,0833
donzere;DONZERE;5343;4,71667;44,45
boulc;BOULC;128;5,56667;44,65
sederon;SEDERON;290;5,53333;44,2
beaumont-en-diois;BEAUMONT-EN-DIOIS;79;5,46667;44,5667
condorcet;CONDORCET;484;5,20028;44,4078
chateauneuf-du-rhone;CHATEAUNEUF-DU-RHONE;2380;4,71667;44,4833
saint-roman;SAINT-ROMAN;163;5,43333;44,6833
saint-avit-26;SAINT-AVIT;312;4,96667;45,2
beausemblant;BEAUSEMBLANT;1301;4,83333;45,2167
arpavon;ARPAVON;80;5,26667;44,3667
lesches-en-diois;LESCHES-EN-DIOIS;58;5,53333;44,6
arthemonay;ARTHEMONAY;539;5,05;45,1333
recoubeau-jansac;RECOUBEAU-JANSAC;244;5,41306;44,6539
marches-26;MARCHES;751;5,1;44,9833
vassieux-en-vercors;VASSIEUX-EN-VERCORS;344;5,36667;44,8833
izon-la-bruisse;IZON-LA-BRUISSE;8;5,6;44,25
baume-d-hostun;LA BAUME-D'HOSTUN;545;5,23333;45,05
baume-cornillane;LA BAUME-CORNILLANE;454;5,05;44,8167
puy-saint-martin;PUY-SAINT-MARTIN;842;4,96667;44,6333
eurre;EURRE;1122;4,98333;44,7667
joncheres;JONCHERES;39;5,4;44,5667
rochegude-26;ROCHEGUDE;1470;4,83333;44,25
pierrelatte;PIERRELATTE;13026;4,7;44,3833
pont-de-barret;PONT-DE-BARRET;586;5,01667;44,6
poet-sigillat;LE POET-SIGILLAT;118;5,31667;44,3667
batie-rolland;LA BATIE-ROLLAND;921;4,85;44,55
bourg-de-peage;BOURG-DE-PEAGE;10128;5,05;45,0333
valdrome;VALDROME;142;5,58333;44,5
chateauneuf-de-bordette;CHATEAUNEUF-DE-BORDETTE;99;5,18333;44,3333
rousset-les-vignes;ROUSSET-LES-VIGNES;287;5,06667;44,4167
pontaix;PONTAIX;166;5,26667;44,75
beauvoisin-26;BEAUVOISIN;181;5,21667;44,3
manthes;MANTHES;633;5;45,3
granges-les-beaumont;GRANGES-LES-BEAUMONT;936;4,98306;45,0512
rottier;ROTTIER;30;5,41667;44,4667
echevis;ECHEVIS;52;5,38333;45,0167
laborel;LABOREL;105;5,6;44,2833
chalon;LE CHALON;210;5,08333;45,15
saint-andeol-26;SAINT-ANDEOL;60;5,26667;44,8
charmes-sur-l-herbasse;CHARMES-SUR-L'HERBASSE;908;5,01667;45,1333
saint-nazaire-en-royans;SAINT-NAZAIRE-EN-ROYANS;749;5,25;45,0667
suze;SUZE;234;5,11667;44,7667
comps-26;COMPS;167;5,11667;44,5333
saint-pantaleon-les-vignes;SAINT-PANTALEON-LES-VIGNES;419;5,03333;44,4
mercurol;MERCUROL;2168;4,9;45,0667
saint-martin-le-colonel;SAINT-MARTIN-LE-COLONEL;163;5,28333;44,9833
mirabel-et-blacons;MIRABEL-ET-BLACONS;893;5,11667;44,7167
touche;LA TOUCHE;212;4,88333;44,5
eyzahut;EYZAHUT;133;5,01667;44,5667
mollans-sur-ouveze;MOLLANS-SUR-OUVEZE;1061;5,2;44,2333
veronne;VERONNE;39;5,21667;44,75
allan;ALLAN;1600;4,78333;44,4833
espenel;ESPENEL;116;5,23333;44,6833
cleon-d-andran;CLEON-D'ANDRAN;883;4,93333;44,6167
barbieres;BARBIERES;834;5,13333;44,95
lachau;LACHAU;215;5,65;44,2333
roche-sur-grane;LA ROCHE-SUR-GRANE;164;4,93333;44,6833
montchenu;MONTCHENU;572;5,03333;45,2
montlaur-en-diois;MONTLAUR-EN-DIOIS;156;5,41667;44,6333
plaisians;PLAISIANS;175;5,31667;44,2333
ballons;BALLONS;81;5,65;44,25
saint-michel-sur-savasse;SAINT-MICHEL-SUR-SAVASSE;546;5,11667;45,15
bathernay;BATHERNAY;251;5;45,1833
marsanne;MARSANNE;1181;4,86667;44,65
piegon;PIEGON;258;5,13333;44,3
saint-sorlin-en-valloire;SAINT-SORLIN-EN-VALLOIRE;2139;4,95;45,2833
saint-sauveur-gouvernet;SAINT-SAUVEUR-GOUVERNET;197;5,35084;44,3373
chabeuil;CHABEUIL;6690;5,01667;44,9
penne-sur-l-ouveze;LA PENNE-SUR-L'OUVEZE;95;5,21667;44,25
truinas;TRUINAS;130;5,08333;44,5667
souspierre;SOUSPIERRE;98;4,96667;44,5333
vaunaveys-la-rochette;VAUNAVEYS-LA-ROCHETTE;587;5,03278;44,7681
malataverne;MALATAVERNE;1821;4,75112;44,4875
montmiral;MONTMIRAL;620;5,15;45,15
saillans-26;SAILLANS;1159;5,18333;44,7
rochefort-samson;ROCHEFORT-SAMSON;948;5,15;44,9667
erome;EROME;845;4,81667;45,1167
aulan;AULAN;5;5,43333;44,2167
rochette-du-buis;LA ROCHETTE-DU-BUIS;65;5,41667;44,2667
andancette;ANDANCETTE;1265;4,8;45,2333
mours-saint-eusebe;MOURS-SAINT-EUSEBE;2535;5,05;45,0667
saint-thomas-en-royans;SAINT-THOMAS-EN-ROYANS;520;5,3;45,05
chapelle-en-vercors;LA CHAPELLE-EN-VERCORS;675;5,41667;44,9667
pierrelongue;PIERRELONGUE;209;5,21667;44,25
montbrun-les-bains;MONTBRUN-LES-BAINS;470;5,43333;44,1833
vascåÏoeuil;VASCOEUIL;337;1,38333;49,45
saint-etienne-sous-bailleul;SAINT-ETIENNE-SOUS-BAILLEUL;397;1,4;49,1167
tournedos-bois-hubert;TOURNEDOS-BOIS-HUBERT;407;0,983333;49,0833
combon;COMBON;771;0,883333;49,1
trouville-la-haule;TROUVILLE-LA-HAULE;765;0,566667;49,4167
boisset-les-prevanches;BOISSET-LES-PREVANCHES;442;1,33333;48,9667
brestot;BRESTOT;482;0,683333;49,35
fidelaire;LE FIDELAIRE;992;0,816667;48,95
harcourt;HARCOURT;960;0,8;49,1667
saint-pierre-de-cernieres;SAINT-PIERRE-DE-CERNIERES;237;0,516667;48,95
dangu;DANGU;587;1,7;49,25
saint-pierre-de-salerne;SAINT-PIERRE-DE-SALERNE;257;0,666667;49,2
ecauville;ECAUVILLE;116;1;49,1167
louye;LOUYE;232;1,31667;48,8
poterie-mathieu;LA POTERIE-MATHIEU;148;0,55;49,2667
suzay;SUZAY;272;1,51667;49,2833
plessis-grohan;LE PLESSIS-GROHAN;779;1,15;48,9333
neaufles-saint-martin;NEAUFLES-SAINT-MARTIN;1184;1,73333;49,2833
saint-etienne-du-vauvray;SAINT-ETIENNE-DU-VAUVRAY;749;1,21667;49,25
roncenay-authenay;LE RONCENAY-AUTHENAY;403;1,04556;48,8589
claville;CLAVILLE;1083;1,01667;49,05
amecourt;AMECOURT;177;1,73333;49,3833
caillouet-orgeville;CAILLOUET-ORGEVILLE;412;1,31667;49
neuve-lyre;LA NEUVE-LYRE;602;0,75;48,9
saint-pierre-de-bailleul;SAINT-PIERRE-DE-BAILLEUL;1005;1,4;49,1167
vesly-27;VESLY;685;1,65;49,2333
bourg-beaudouin;BOURG-BEAUDOUIN;768;1,30695;49,3864
gisors;GISORS;11554;1,78333;49,2833
barils;LES BARILS;191;0,816667;48,7333
grossoeuvre;GROSSOEUVRE;1047;1,2;48,9417
mandres;MANDRES;349;0,866667;48,75
romilly-la-puthenaye;ROMILLY-LA-PUTHENAYE;307;0,85;49
bosnormand;BOSNORMAND;333;0,9;49,2833
surtauville;SURTAUVILLE;441;1,06667;49,2
grosley-sur-risle;GROSLEY-SUR-RISLE;549;0,816667;49,05
sylvains-les-moulins;SYLVAINS-LES-MOULINS;1166;1,08972;48,9192
mandeville;MANDEVILLE;312;1,01667;49,2167
thomer-la-sogne;THOMER-LA-SOGNE;315;1,16667;48,9167
saint-cyr-de-salerne;SAINT-CYR-DE-SALERNE;211;0,666667;49,1833
lignerolles-27;LIGNEROLLES;286;1,28333;48,85
ecouis;ECOUIS;794;1,43333;49,3167
saint-christophe-sur-avre;SAINT-CHRISTOPHE-SUR-AVRE;147;0,816667;48,7
barquet;BARQUET;394;0,866667;49,05
vieux-villez;VIEUX-VILLEZ;212;1,28333;49,1667
heudicourt-27;HEUDICOURT;639;1,66667;49,3333
perriers-la-campagne;PERRIERS-LA-CAMPAGNE;369;0,766667;49,15
porte-joie;PORTE-JOIE;118;1,25;49,25
louviers;LOUVIERS;17734;1,16667;49,2167
saint-aubin-de-scellon;SAINT-AUBIN-DE-SCELLON;345;0,466667;49,1667
cahaignes;CAHAIGNES;359;1,6;49,2
bois-arnault;BOIS-ARNAULT;743;0,733333;48,8167
thilliers-en-vexin;LES THILLIERS-EN-VEXIN;467;1,60889;49,2364
vandrimare;VANDRIMARE;1055;1,35;49,3833
neaufles-auvergny;NEAUFLES-AUVERGNY;437;0,734722;48,8653
saint-christophe-sur-conde;SAINT-CHRISTOPHE-SUR-CONDE;412;0,6;49,2833
bezu-saint-eloi;BEZU-SAINT-ELOI;1386;1,7;49,3
bourth;BOURTH;1270;0,816667;48,7667
marbeuf;MARBEUF;374;0,966667;49,15
herqueville-27;HERQUEVILLE;148;1,26667;49,25
aigleville;AIGLEVILLE;344;1,41667;49
lande-saint-leger;LA LANDE-SAINT-LEGER;303;0,364444;49,2995
brosville;BROSVILLE;656;1,11667;49,1
venables;VENABLES;789;1,3;49,2
goupillieres-27;GOUPILLIERES;780;0,766667;49,1333
aizier;AIZIER;128;0,633333;49,4333
sainte-colombe-la-commanderie;SAINTE-COLOMBE-LA-COMMANDERIE;709;0,936389;49,1037
letteguives;LETTEGUIVES;210;1,33333;49,4333
chapelle-reanville;LA CHAPELLE-REANVILLE;1150;1,38333;49,1
berengeville-la-campagne;BERENGEVILLE-LA-CAMPAGNE;288;1,06667;49,1
aviron;AVIRON;1109;1,11667;49,05
houetteville;HOUETTEVILLE;219;1,11667;49,1333
saint-marcel-27;SAINT-MARCEL;4909;1,45;49,1
balines;BALINES;456;0,976944;48,7428
jouy-sur-eure;JOUY-SUR-EURE;566;1,3;49,05
amfreville-sous-les-monts;AMFREVILLE-SOUS-LES-MONTS;543;1,26667;49,3
pacy-sur-eure;PACY-SUR-EURE;4637;1,38333;49,0167
quatremare;QUATREMARE;389;1,08333;49,1833
manneville-sur-risle;MANNEVILLE-SUR-RISLE;1468;0,566667;49,35
quillebeuf-sur-seine;QUILLEBEUF-SUR-SEINE;1024;0,516667;49,4667
martainville-27;MARTAINVILLE;348;0,416667;49,3
bernay;BERNAY;10449;0,6;49,1
bezu-la-foret;BEZU-LA-FORET;245;1,63333;49,4167
bouchevilliers;BOUCHEVILLIERS;74;1,7;49,4
theillement;THEILLEMENT;384;0,8;49,2833
pitres;PITRES;2315;1,23333;49,3167
bosguerard-de-marcouville;BOSGUERARD-DE-MARCOUVILLE;597;0,833333;49,2667
fresne-27;LE FRESNE;295;0,983333;48,95
thil-27;LE THIL;421;1,55;49,3083
saint-jean-du-thenney;SAINT-JEAN-DU-THENNEY;217;0,466667;49,0167
colletot;COLLETOT;171;0,65;49,35
arnieres-sur-iton;ARNIERES-SUR-ITON;1614;1,11667;48,9833
bourneville;BOURNEVILLE;882;0,616667;49,3833
foret-la-folie;FORET-LA-FOLIE;467;1,53333;49,2333
quessigny;QUESSIGNY;122;1,28333;48,9333
saint-didier-des-bois;SAINT-DIDIER-DES-BOIS;835;1,03333;49,2333
iville;IVILLE;467;0,933333;49,1833
boissiere-27;LA BOISSIERE;270;1,36667;48,95
saint-antonin-de-sommaire;SAINT-ANTONIN-DE-SOMMAIRE;166;0,666667;48,8333
essarts-27;LES ESSARTS;386;0,985278;48,8817
grandvilliers-27;GRANDVILLIERS;366;1,05;48,8167
cintray-27;CINTRAY;438;0,883333;48,8
port-mort;PORT-MORT;970;1,41667;49,1667
aclou;ACLOU;266;0,7;49,1667
chapelle-gauthier-27;LA CHAPELLE-GAUTHIER;400;0,466667;48,9833
launay;LAUNAY;212;0,733333;49,1
bosgouet;BOSGOUET;599;0,85;49,35
bosquentin;BOSQUENTIN;106;1,58333;49,4167
saint-leger-du-gennetey;SAINT-LEGER-DU-GENNETEY;159;0,75;49,2833
tosny;TOSNY;676;1,38333;49,2167
bazincourt-sur-epte;BAZINCOURT-SUR-EPTE;681;1,76667;49,3167
saint-aubin-sur-quillebeuf;SAINT-AUBIN-SUR-QUILLEBEUF;628;0,533333;49,4667
barre-en-ouche;LA BARRE-EN-OUCHE;981;0,666667;48,95
bois-hellain;LE BOIS-HELLAIN;234;0,383333;49,2667
armentieres-sur-avre;ARMENTIERES-SUR-AVRE;186;0,7847;48,6796
campigny-27;CAMPIGNY;1018;0,55;49,3167
tournedos-sur-seine;TOURNEDOS-SUR-SEINE;99;1,26667;49,2833
croth;CROTH;1259;1,36667;48,8333
bosc-renoult-en-ouche;BOSC-RENOULT-EN-OUCHE;166;0,7;48,95
chambray;CHAMBRAY;455;1,31667;49,0833
bois-jerome-saint-ouen;BOIS-JEROME-SAINT-OUEN;746;1,53333;49,1167
plasnes;PLASNES;673;0,616667;49,1333
saint-clair-d-arcey;SAINT-CLAIR-D'ARCEY;329;0,666667;49,0667
chateau-sur-epte;CHATEAU-SUR-EPTE;578;1,66667;49,2
ormes-27;ORMES;468;0,966667;49,05
saint-aubin-sur-gaillon;SAINT-AUBIN-SUR-GAILLON;1710;1,33333;49,15
pont-audemer;PONT-AUDEMER;8838;0,516667;49,35
plainville-27;PLAINVILLE;192;0,5;49,0833
normanville-27;NORMANVILLE;1090;1,15;49,0833
saint-vincent-du-boulay;SAINT-VINCENT-DU-BOULAY;318;0,483333;49,1
mercey;MERCEY;52;1,38333;49,0833
saint-martin-du-tilleul;SAINT-MARTIN-DU-TILLEUL;243;0,533333;49,1
vernon-27;VERNON;25147;1,48333;49,0833
orvaux;ORVAUX;515;1,03333;48,9333
villiers-en-desoeåÏuvre;VILLIERS-EN-DESOEUVRE;880;1,5;48,95
saint-nicolas-d-attez;SAINT-NICOLAS-D'ATTEZ;151;0,933333;48,8167
guichainville;GUICHAINVILLE;2522;1,19167;48,9833
nogent-le-sec;NOGENT-LE-SEC;411;1;48,9167
bacqueville;BACQUEVILLE;552;1,36667;49,3167
saint-ouen-de-thouberville;SAINT-OUEN-DE-THOUBERVILLE;2303;0,883333;49,35
routot;ROUTOT;1384;0,733333;49,3833
menilles;MENILLES;1529;1,36667;49,0333
haye-malherbe;LA HAYE-MALHERBE;1502;1,06667;49,2167
saint-aubin-du-thenney;SAINT-AUBIN-DU-THENNEY;357;0,5;49,0167
neuville-sur-authou;NEUVILLE-SUR-AUTHOU;191;0,633333;49,2167
thuit;LE THUIT;135;1,35;49,25
perriers-sur-andelle;PERRIERS-SUR-ANDELLE;1834;1,36667;49,4167
bemecourt;BEMECOURT;469;0,883333;48,85
haye-aubree;LA HAYE-AUBREE;445;0,7;49,3833
martot;MARTOT;559;1,06667;49,3
saint-thurien-27;SAINT-THURIEN;221;0,55;49,4
igoville;IGOVILLE;1555;1,15;49,3167
saint-samson-de-la-roque;SAINT-SAMSON-DE-LA-ROQUE;388;0,433333;49,4333
houville-en-vexin;HOUVILLE-EN-VEXIN;203;1,35;49,3
saint-sulpice-de-grimbouville;SAINT-SULPICE-DE-GRIMBOUVILLE;185;0,446389;49,377
boisemont-27;BOISEMONT;777;1,5;49,2833
berville-sur-mer;BERVILLE-SUR-MER;601;0,366667;49,4333
saint-nicolas-du-bosc;SAINT-NICOLAS-DU-BOSC;270;0,866667;49,2167
montaure;MONTAURE;1003;1,08333;49,2333
manneville-la-raoult;MANNEVILLE-LA-RAOULT;523;0,316667;49,3667
muzy;MUZY;802;1,35;48,7667
haye-le-comte;LA HAYE-LE-COMTE;127;1,15;49,2
andelys;LES ANDELYS;8205;1,41667;49,25
villers-sur-le-roule;VILLERS-SUR-LE-ROULE;714;1,31667;49,2
tostes;TOSTES;424;1,11667;49,2667
saint-germain-sur-avre;SAINT-GERMAIN-SUR-AVRE;1229;1,26667;48,7667
vacherie;LA VACHERIE;557;1,13333;49,1333
authieux;LES AUTHIEUX;264;1,23333;48,9
caumont-27;CAUMONT;1002;0,9;49,3667
caorches-saint-nicolas;CAORCHES-SAINT-NICOLAS;582;0,551389;49,0837
glos-sur-risle;GLOS-SUR-RISLE;438;0,683333;49,2667
saint-pierre-de-cormeilles;SAINT-PIERRE-DE-CORMEILLES;619;0,383333;49,2333
richeville;RICHEVILLE;278;1,53333;49,2667
saint-symphorien-27;SAINT-SYMPHORIEN;413;0,483333;49,3167
theil-nolent;LE THEIL-NOLENT;229;0,533333;49,15
coudray-27;COUDRAY;246;1,5;49,3333
malleville-sur-le-bec;MALLEVILLE-SUR-LE-BEC;227;0,75;49,2333
saint-denis-d-augerons;SAINT-DENIS-D'AUGERONS;86;0,483333;48,9333
epreville-en-lieuvin;EPREVILLE-EN-LIEUVIN;188;0,533333;49,2
chapelle-bayvel;LA CHAPELLE-BAYVEL;329;0,4;49,2667
champigny-la-futelaye;CHAMPIGNY-LA-FUTELAYE;248;1,3;48,8667
foucrainville;FOUCRAINVILLE;83;1,33333;48,9333
dardez;DARDEZ;165;1,2;49,0833
croix-saint-leufroy;LA CROIX-SAINT-LEUFROY;1087;1,25;49,1167
nassandres;NASSANDRES;1375;0,733333;49,1167
louversey;LOUVERSEY;585;0,916667;49
canappeville;CANAPPEVILLE;660;1,1;49,15
appeville-annebault;APPEVILLE-ANNEBAULT;884;0,65;49,3167
fresne-l-archeveque;FRESNE-L'ARCHEVEQUE;528;1,4;49,3
champignolles-27;CHAMPIGNOLLES;40;0,766667;48,9667
voiscreville;VOISCREVILLE;124;0,766667;49,2833
croisy-sur-eure;CROISY-SUR-EURE;232;1,35;49,0333
bosc-benard-crescy;BOSC-BENARD-CRESCY;363;0,8;49,3167
thibouville;THIBOUVILLE;284;0,783333;49,15
hacqueville;HACQUEVILLE;463;1,55;49,2833
saint-denis-du-behelan;SAINT-DENIS-DU-BEHELAN;180;0,966667;48,8667
pont-de-l-arche;PONT-DE-L'ARCHE;4117;1,16667;49,3
villegats-27;VILLEGATS;339;1,46667;49
flipou;FLIPOU;348;1,28333;49,3167
habit;L'HABIT;541;1,36667;48,8667
gueroulde;LA GUEROULDE;781;0,883333;48,8167
saint-vigor;SAINT-VIGOR;321;1,26667;49,0833
dame-marie-27;DAME-MARIE;94;1;48,8
fontaine-la-soret;FONTAINE-LA-SORET;409;0,716667;49,15
vitot;VITOT;493;0,901111;49,1631
corneville-la-fouquetiere;CORNEVILLE-LA-FOUQUETIERE;102;0,7;49,0667
parville;PARVILLE;278;1,1;49,0333
boulay-morin;LE BOULAY-MORIN;682;1,18333;49,0833
villez-sur-le-neubourg;VILLEZ-SUR-LE-NEUBOURG;277;0,866667;49,15
jumelles;JUMELLES;310;1,21667;48,9167
bernieres-sur-seine;BERNIERES-SUR-SEINE;328;1,35;49,2333
gros-theil;LE GROS-THEIL;934;0,85;49,2167
incarville;INCARVILLE;1336;1,18333;49,2333
rouge-perriers;ROUGE-PERRIERS;303;0,833333;49,15
saint-germain-de-pasquier;SAINT-GERMAIN-DE-PASQUIER;138;1;49,25
vraiville;VRAIVILLE;596;1,05;49,2167
bailleul-la-vallee;BAILLEUL-LA-VALLEE;118;0,433333;49,2
saint-laurent-des-bois-27;SAINT-LAURENT-DES-BOIS;238;1,31667;48,85
hecmanville;HECMANVILLE;137;0,666667;49,1667
saint-simeon-27;SAINT-SIMEON;318;0,516667;49,2833
hectomare;HECTOMARE;227;0,95;49,1833
heubecourt-haricourt;HEUBECOURT-HARICOURT;456;1,56139;49,1364
neuville-du-bosc;LA NEUVILLE-DU-BOSC;558;0,816667;49,1833
cormeilles-27;CORMEILLES;1174;0,383333;49,25
bray-27;BRAY;335;0,85;49,1
